unknown;n;neutral;1.0;cielo;1
unknown;n;neutral;1.0;controllo;1
unknown;n;neutral;1.0;film;1
unknown;v;positive;1.0;confermare;1
unknown;v;neutral;1.0;dirigere;1
unknown;a;positive;1.0;spettacolare;1
unknown;n;neutral;1.0;attivitÃ ;1
unknown;a;neutral;1.0;definitivo;1
unknown;v;negative;1.0;tradire;1
unknown;a;neutral;1.0;artificiale;1
unknown;a;positive;1.0;convinto;1
unknown;v;negative;1.0;morire;1
unknown;v;neutral;1.0;registrare;1
unknown;a;negative;1.0;assurdo;1
unknown;a;positive;1.0;sensibile;1
unknown;n;neutral;1.0;notte;1
unknown;n;neutral;1.0;piano;1
unknown;a;negative;1.0;sospetto;1
unknown;v;neutral;1.0;recitare;1
unknown;v;neutral;1.0;effettuare;1
unknown;v;neutral;1.0;dire;1
unknown;v;neutral;1.0;intendere;1
unknown;v;positive;1.0;vincere;1
unknown;n;neutral;1.0;professore;1
unknown;a;negative;1.0;eccessivo;1
unknown;v;neutral;1.0;usare;1
unknown;a;positive;1.0;comico;1
unknown;v;positive;1.0;sviluppare;1
unknown;a;positive;1.0;lieve;1
unknown;n;neutral;1.0;madre;1
unknown;v;negative;1.0;provocare;1
unknown;n;neutral;1.0;aria;1
unknown;n;neutral;1.0;comunitÃ ;1
unknown;v;neutral;1.0;avviare;1
unknown;v;negative;1.0;gettare;1
unknown;v;neutral;1.0;dovere;1
unknown;a;positive;1.0;noto;1
unknown;n;neutral;1.0;marito;1
unknown;a;neutral;1.0;interiore;1
unknown;a;positive;1.0;piacevole;1
unknown;v;positive;1.0;produrre;1
unknown;n;neutral;1.0;matrimonio;1
unknown;n;neutral;1.0;volto;1
unknown;n;neutral;1.0;scuola;1
unknown;v;negative;1.0;costringere;1
unknown;a;neutral;1.0;globale;1
unknown;v;neutral;1.0;ammettere;1
unknown;adv;positive;1.0;prontamente;1
unknown;n;neutral;1.0;momento;1
unknown;a;positive;1.0;atto;1
unknown;n;positive;1.0;compagno;1
unknown;n;neutral;1.0;bisogno;1
unknown;adv;positive;1.0;adempiutamente;1
unknown;a;positive;1.0;agile;1
unknown;n;positive;1.0;aiuto;1
unknown;v;negative;1.0;arrestare;1
unknown;a;neutral;1.0;caro;1
unknown;n;neutral;1.0;serata;1
unknown;n;neutral;1.0;gruppo;1
unknown;n;negative;1.0;delitto;1
unknown;v;positive;1.0;migliorare;1
unknown;n;positive;1.0;esperienza;1
unknown;v;neutral;1.0;occupare;1
unknown;n;positive;1.0;decisione;1
unknown;a;neutral;1.0;vario;1
unknown;a;positive;1.0;prudente;1
unknown;a;positive;1.0;puntuale;1
unknown;a;positive;1.0;vivace;1
unknown;v;neutral;1.0;segnare;1
unknown;adv;neutral;1.0;a_bassa_voce;1
unknown;n;neutral;1.0;teatro;1
unknown;n;neutral;1.0;colpo;1
unknown;adv;negative;1.0;troppo;1
unknown;v;negative;1.0;rubare;1
unknown;n;neutral;1.0;mostra;1
unknown;a;neutral;1.0;assoluto;1
unknown;n;neutral;1.0;colore;1
unknown;a;neutral;1.0;imminente;1
unknown;a;negative;1.0;ubriaco;1
unknown;n;neutral;1.0;termine;1
unknown;n;positive;1.0;informazione;1
unknown;adv;neutral;1.0;improvvisamente;1
unknown;a;neutral;1.0;denso;1
unknown;a;negative;1.0;terribile;1
unknown;n;positive;1.0;attenzione;1
unknown;a;positive;1.0;splendido;1
unknown;adv;positive;1.0;lecitamente;1
unknown;v;neutral;1.0;inserire;1
unknown;n;neutral;1.0;legge;1
unknown;n;neutral;1.0;parere;1
unknown;a;positive;1.0;disponibile;1
unknown;v;neutral;1.0;conquistare;1
unknown;n;neutral;1.0;presenza;1
unknown;adv;neutral;1.0;possibilmente;1
unknown;n;positive;1.0;idea;1
unknown;v;neutral;1.0;indossare;1
unknown;adv;positive;1.0;subito;1
unknown;a;positive;1.0;affascinante;1
unknown;a;neutral;1.0;seguente;1
unknown;n;positive;1.0;artista;1
unknown;n;negative;1.0;carcere;1
unknown;a;neutral;1.0;urbano;1
unknown;n;positive;1.0;spirito;1
unknown;n;neutral;1.0;paio;1
unknown;v;neutral;1.0;creare;1
unknown;a;positive;1.0;lecito;1
unknown;n;neutral;1.0;vendita;1
unknown;a;positive;1.0;civile;1
unknown;v;neutral;1.0;spendere;1
unknown;adv;positive;1.0;allegramente;1
unknown;adv;neutral;1.0;estensivamente;1
unknown;n;neutral;1.0;pesce;1
unknown;adv;positive;1.0;giustamente;1
unknown;a;positive;1.0;onesto;1
unknown;a;positive;1.0;pacifico;1
unknown;v;neutral;1.0;importare;1
unknown;a;neutral;1.0;teorico;1
unknown;v;positive;1.0;accettare;1
unknown;v;negative;1.0;condannare;1
unknown;v;negative;1.0;rinunciare;1
unknown;a;negative;1.0;furioso;1
unknown;a;neutral;1.0;generico;1
unknown;a;negative;1.0;distratto;1
unknown;v;negative;1.0;scappare;1
unknown;a;neutral;1.0;misterioso;1
unknown;v;neutral;1.0;affidare;1
unknown;v;neutral;1.0;riguardare;1
unknown;a;negative;1.0;finto;1
unknown;v;negative;1.0;impedire;1
unknown;a;neutral;1.0;successivo;1
unknown;v;neutral;1.0;attraversare;1
unknown;v;positive;1.0;regalare;1
unknown;n;negative;1.0;necessitÃ ;1
unknown;v;neutral;1.0;spostare;1
unknown;v;neutral;1.0;accompagnare;1
unknown;n;neutral;1.0;segno;1
unknown;a;positive;1.0;libero;1
unknown;n;neutral;1.0;serie;1
unknown;n;neutral;1.0;produzione;1
unknown;n;neutral;1.0;sguardo;1
unknown;v;neutral;1.0;giudicare;1
unknown;adv;neutral;1.0;nei pressi;1
unknown;n;neutral;1.0;prezzo;1
unknown;adv;neutral;1.0;ad alta voce;1
unknown;adv;negative;1.0;cocciutamente;1
unknown;v;positive;1.0;offrire;1
unknown;a;positive;1.0;gratuito;1
unknown;v;neutral;1.0;comporre;1
unknown;n;positive;1.0;iniziativa;1
unknown;a;positive;1.0;magnetico;1
unknown;v;neutral;1.0;suggerire;1
unknown;n;neutral;1.0;tribunale;1
unknown;v;neutral;1.0;ritornare;1
unknown;a;neutral;1.0;invisibile;1
unknown;a;neutral;1.0;anteriore;1
unknown;a;positive;1.0;degno;1
unknown;adv;neutral;1.0;estesamente;1
unknown;a;neutral;1.0;straniero;1
unknown;v;neutral;1.0;unire;1
unknown;a;positive;1.0;affollato;1
unknown;n;neutral;1.0;mezzo;1
unknown;v;neutral;1.0;utilizzare;1
unknown;v;positive;1.0;precisare;1
unknown;n;neutral;1.0;genere;1
unknown;a;positive;1.0;spirituale;1
unknown;n;neutral;1.0;specie;1
unknown;n;neutral;1.0;fuoco;1
unknown;n;neutral;1.0;versione;1
unknown;n;positive;1.0;premio;1
unknown;a;positive;1.0;magnifico;1
unknown;a;neutral;1.0;borghese;1
unknown;v;neutral;1.0;prevedere;1
unknown;v;neutral;1.0;ricordare;1
unknown;v;neutral;1.0;cantare;1
unknown;adv;neutral;1.0;provvisoriamente;1
unknown;n;neutral;1.0;natura;1
unknown;a;positive;1.0;spontaneo;1
unknown;adv;neutral;1.0;largamente;1
unknown;a;negative;1.0;drastico;1
unknown;a;negative;1.0;fragile;1
unknown;n;neutral;1.0;lavoro;1
unknown;n;neutral;1.0;visita;1
unknown;a;neutral;1.0;segreto;1
unknown;v;neutral;1.0;circondare;1
unknown;n;neutral;1.0;sistema;1
unknown;n;neutral;1.0;giro;1
unknown;a;positive;1.0;competente;1
unknown;v;neutral;1.0;stabilire;1
unknown;n;positive;1.0;conoscenza;1
unknown;adv;neutral;1.0;adagio;1
unknown;n;neutral;1.0;attore;1
unknown;a;positive;1.0;luminoso;1
unknown;a;positive;1.0;amato;1
unknown;v;neutral;1.0;gestire;1
unknown;v;neutral;1.0;riferire;1
unknown;a;negative;1.0;parziale;1
unknown;a;negative;1.0;contrario;1
unknown;a;negative;1.0;aggressivo;1
unknown;a;neutral;1.0;commerciale;1
unknown;a;negative;1.0;ambiguo;1
unknown;v;neutral;1.0;appoggiare;1
unknown;n;positive;1.0;affare;1
unknown;a;positive;1.0;capace;1
unknown;n;neutral;1.0;quartiere;1
unknown;a;positive;1.0;imponente;1
unknown;v;negative;1.0;fuggire;1
unknown;a;negative;1.0;grave;1
unknown;adv;neutral;1.0;sicuramente;1
unknown;v;neutral;1.0;guidare;1
unknown;v;neutral;1.0;superare;1
unknown;v;negative;1.0;nascondere;1
unknown;v;positive;1.0;guadagnare;1
unknown;adv;neutral;1.0;del_tutto;1
unknown;n;positive;1.0;cura;1
unknown;n;neutral;1.0;luce;1
unknown;n;negative;1.0;battaglia;1
unknown;adv;positive;1.0;positivamente;1
unknown;adv;neutral;1.0;repentinamente;1
unknown;n;neutral;1.0;effetto;1
unknown;adv;neutral;1.0;solamente;1
unknown;v;neutral;1.0;ricorrere;1
unknown;v;neutral;1.0;considerare;1
unknown;a;negative;1.0;mortale;1
unknown;a;negative;1.0;geloso;1
unknown;a;negative;1.0;impegnativo;1
unknown;v;positive;1.0;risolvere;1
unknown;n;neutral;1.0;azione;1
unknown;n;neutral;1.0;tema;1
unknown;a;negative;1.0;insidioso;1
unknown;a;negative;1.0;insufficiente;1
unknown;v;neutral;1.0;citare;1
unknown;a;negative;1.0;incapace;1
unknown;n;neutral;1.0;tipo;1
unknown;a;positive;1.0;inatteso;1
unknown;n;positive;1.0;possibilitÃ ;1
unknown;n;neutral;1.0;medico;1
unknown;v;neutral;1.0;fermare;1
unknown;a;positive;1.0;corretto;1
unknown;a;positive;1.0;intelligente;1
unknown;v;neutral;1.0;proporre;1
unknown;n;neutral;1.0;palazzo;1
unknown;a;positive;1.0;tranquillo;1
unknown;a;neutral;1.0;ribelle;1
unknown;a;negative;1.0;ferito;1
unknown;v;neutral;1.0;andare;1
unknown;n;neutral;1.0;cittÃ ;1
unknown;n;positive;1.0;capacitÃ ;1
unknown;v;neutral;1.0;significare;1
unknown;a;positive;1.0;ampio;1
unknown;a;positive;1.0;obiettivo;1
unknown;v;neutral;1.0;sposare;1
unknown;a;positive;1.0;sincero;1
unknown;a;positive;1.0;realistico;1
unknown;a;positive;1.0;colorato;1
unknown;v;neutral;1.0;fissare;1
unknown;adv;neutral;1.0;lentamente;1
unknown;v;negative;1.0;negare;1
unknown;v;positive;1.0;consentire;1
unknown;v;neutral;1.0;cominciare;1
unknown;n;neutral;1.0;regista;1
unknown;a;neutral;1.0;finale;1
unknown;a;positive;1.0;coerente;1
unknown;v;neutral;1.0;scattare;1
unknown;n;neutral;1.0;stanza;1
unknown;n;neutral;1.0;guardia;1
unknown;adv;neutral;1.0;immediatamente;1
unknown;a;negative;1.0;interminabile;1
unknown;n;neutral;1.0;mente;1
unknown;n;neutral;1.0;articolo;1
unknown;v;negative;1.0;rifiutare;1
unknown;a;neutral;1.0;scomodo;1
unknown;adv;neutral;1.0;temporaneamente;1
unknown;n;negative;1.0;morte;1
unknown;a;positive;1.0;celebre;1
unknown;v;positive;1.0;ospitare;1
